ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Goodbye.DEVICE	Group	PleaseChoose.DEVICE	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Welcome.DEVICE	Block	BlockList	BlockList.Cycle	BlockList.Sample	InstructionsExpe.DEVICE	Procedure[Block]	Running[Block]	Trial	Bis.ACC	Bis.CRESP	Bis.DEVICE	Bis.DurationError	Bis.OnsetDelay	Bis.OnsetTime	Bis.OnsetToOnsetTime	Bis.RESP	Bis.RT	Bis.RTTime	Break.DEVICE	Break.FirstFrameTime	Break.FrameRate	Break.FramesDisplayed	Break.FramesDropped	CorrectAnswer	Determiner	Fixation.DEVICE	Fixation.DurationError	Fixation.OnsetDelay	Fixation.OnsetTime	Fixation.OnsetToOnsetTime	Fixation.RESP	Fixation.RT	Fixation.RTTime	Image	Image_red	Item_type	Procedure[Trial]	QSound	Running[Trial]	Sound	Stimulus.DEVICE	TrainingList	TrainingList.Cycle	TrainingList.Sample	TrialList1	TrialList1.Cycle	TrialList1.Sample	TrialList2	TrialList2.Cycle	TrialList2.Sample
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	30	0	2	Mouse	-999999	25	554167	0	1	2718	556885		503	23818.9600507292	602	3	2	universal	Mouse	-999999	44	544501	0	1	780	545281	2.perro.sin.cola	2.perro.sin.cola_400	critical	TrialProc	uni.perros.cola	TrialList2	perro	Mouse							2	1	26
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	31	1	2	Mouse	-999999	15	566000	0	2	2500	568500		503	23818.9600507292	602	3	2	generic	Mouse	-999999	49	556934	0	1	923	557857	3.boy.with.glasses	3.boy.with.glasses_400	filler	TrialProc	fill.niños.gafas	TrialList2	niño_gafas	Mouse							19	1	27
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	32	1	1	Mouse	-999999	27	577332	0	1	3213	580545		503	23818.9600507292	602	3	1	prop.name	Mouse	-999999	50	568550	0	1	543	569093	6.Portaventura	6.Portaventura_400	filler	TrialProc	fill.Port.Aventura	TrialList2	portaventura	Mouse							38	1	28
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	33	0	2	Mouse	-999999	23	589781	0	1	3308	593089		503	23818.9600507292	602	3	2	universal	Mouse	-999999	37	580582	0	1	515	581097	3.caballo.tres	3.caballo.tres_400	critical	TrialProc	uni.caballos.patas	TrialList2	caballo	Mouse							3	1	29
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	34	1	2	Mouse	-999999	15	602314	0	2	2491	604805		503	23818.9600507292	602	3	2	generic	Mouse	-999999	42	593131	0	2	950	594081	7.mesa.verde	7.mesa.verde_400	filler	TrialProc	fill.mesas.verdes	TrialList2	mesa	Mouse							23	1	30
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	35	1	2	Mouse	-999999	28	614696	0	2	2861	617557		503	23818.9600507292	602	3	2	generic	Mouse	-999999	42	604847	0	1	758	605605	15.cama.redonda	15.cama.redonda_400	filler	TrialProc	fill.camas.redondas	TrialList2	cama	Mouse							31	1	31
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	36	0	2	Mouse	-999999	13	626595	0	1	3284	629879		503	23818.9600507292	602	3	2	universal	Mouse	-999999	39	617596	0	1	641	618237	4.bee.no.wings	4.bee.no.wings_400	critical	TrialProc	uni.abejas.alas	TrialList2	abeja	Mouse							4	1	32
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	37	1	2	Mouse	-999999	26	639211	0	2	2686	641897		503	23818.9600507292	602	3	2	prop.name	Mouse	-999999	50	629929	0	1	632	630561	10.Oscar	10.Oscar_400	filler	TrialProc	fill.Oscar	TrialList2	oscar	Mouse							42	1	33
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	38	0	2	Mouse	-999999	21	653593	0	1	2200	655793		503	23818.9600507292	602	3	2	universal	Mouse	-999999	47	641944	0	1	897	642841	1.gato.sin.bigotes	1.gato.sin.bigotes_400	critical	TrialProc	uni.gatos.bigotes	TrialList2	gato	Mouse							1	1	34
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	39	1	1	Mouse	-999999	20	668092	0	1	3089	671181		503	23818.9600507292	602	3	1	generic	Mouse	-999999	50	655843	0	1	734	656577	13.Giraffe-With-a-Short-Neck	13.Giraffe-With-a-Short-Neck_400	critical	TrialProc	gen.jirafas.cuello	TrialList2	jirafa	Mouse							13	1	35
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	40	0	2	Mouse	-999999	22	680508	0	1	4057	684565		503	23818.9600507292	602	3	2	universal	Mouse	-999999	44	671225	0	1	356	671581	6.man.no.teeth	6.man.no.teeth_400	critical	TrialProc	uni.personas.dientes	TrialList2	persona_dientes	Mouse							6	1	36
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	41	1	1	Mouse	-999999	25	694340	0	1	2761	697101		503	23818.9600507292	602	3	1	prop.name	Mouse	-999999	43	684608	0	1	745	685353	4.peter_pan	4.peter_pan_400	filler	TrialProc	fill.Peter.Pan	TrialList2	peterpan	Mouse							36	1	37
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	42	1	2	Mouse	-999999	21	705773	0	2	2436	708209		503	23818.9600507292	602	3	2	generic	Mouse	-999999	39	697140	0	1	313	697453	6.hoja.roja	6.hoja.roja_400	filler	TrialProc	fill.hojas.rojas	TrialList2	hoja_roja	Mouse							22	1	38
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	43	1	2	Mouse	-999999	16	717072	0	2	2677	719749		503	23818.9600507292	602	3	2	generic	Mouse	-999999	47	708256	0	1	505	708761	13.pincho-tortilla	13.pincho-tortilla_400	filler	TrialProc	fill.pintxos	TrialList2	pintxo	Mouse							29	1	39
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	44	1	2	Mouse	-999999	23	728438	0	2	2815	731253		503	23818.9600507292	602	3	2	prop.name	Mouse	-999999	40	719789	0	1	684	720473	15.garfio	15.garfio_400	filler	TrialProc	fill.Garfio	TrialList2	garfio	Mouse							47	1	40
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	45	1	2	Mouse	-999999	19	741254	0	2	643	741897		503	23818.9600507292	602	3	2	generic	Mouse	-999999	51	731304	0	1	397	731701	8.short.pants	8.short.pants_400	filler	TrialProc	fill.pantalones.cortos	TrialList2	pantalon	Mouse							24	1	41
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	46	1	1	Mouse	-999999	21	752503	0	1	402	752905		503	23818.9600507292	602	3	1	generic	Mouse	-999999	40	741937	0	1	1832	743769	12.black.sheep	12.black.sheep_400	critical	TrialProc	gen.ovejas.blancas	TrialList2	oveja	Mouse							12	1	42
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	47	1	1	Mouse	-999999	17	765935	0	1	3290	769225		503	23818.9600507292	602	3	1	prop.name	Mouse	-999999	48	752953	0	1	2352	755305	2.Virgen_Blanca	2.Virgen_Blanca_400	filler	TrialProc	fill.Virgen.Blanca	TrialList2	virgen_blanca	Mouse							34	1	43
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	48	1	2	Mouse	-999999	23	779118	0	2	2755	781873		503	23818.9600507292	602	3	2	generic	Mouse	-999999	43	769268	0	1	861	770129	16.silla.plastico	16.silla.plastico_400	filler	TrialProc	fill.sillas.plastico	TrialList2	silla	Mouse							32	1	44
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	49	1	1	Mouse	-999999	21	792333	0	1	2716	795049		503	23818.9600507292	602	3	1	prop.name	Mouse	-999999	44	781917	0	1	516	782433	8.shakira	8.shakira_400	filler	TrialProc	fill.Shakira	TrialList2	shakira	Mouse							40	1	45
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	50	1	2	Mouse	-999999	20	804632	0	2	2317	806949		503	23818.9600507292	602	3	2	generic	Mouse	-999999	51	795100	0	1	821	795921	2.pajaro.amarillo	2.pajaro.amarillo_400	filler	TrialProc	fill.pajaros.amarillos	TrialList2	pajaro	Mouse							18	1	46
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	51	1	2	Mouse	-999999	16	816932	0	2	2641	819573		503	23818.9600507292	602	3	2	generic	Mouse	-999999	50	806999	0	1	1194	808193	12.pizza_cuadrada	12.pizza_cuadrada_400	filler	TrialProc	fill.pizzas	TrialList2	pizza	Mouse							28	1	47
Generico_V2	4	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3437027622600</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T10:17:34Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-4-1	60.004	1.0.0.334	Mouse	1	Keyboard	1056451423	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 10:17:34	11:17:34	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	52	1	2	Mouse	-999999	13	830031	0	2	3270	833301		503	23818.9600507292	602	3	2	universal	Mouse	-999999	42	819615	0	1	662	820277	8.disabled.man	8.disabled.man_400	critical	TrialProc	uni.personas.brazos	TrialList2	persona_brazos	Mouse							8	1	48
Generico_V2	5	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-11-11T11:18:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3473453862902</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-11-11T11:18:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Generico_V2-5-1	60.000	1.0.0.334	Mouse	1	Keyboard	-1171992745	Full	3.0.3.80	3.0.3.80	11-11-2019	11/11/2019 11:18:17	12:18:17	3.0.3.82	Mouse	1	1	1	1	Mouse	BlockProc	BlockList	1	1	1,2	Mouse	-999999	24	121160	0	1	2885	124045		0	0	0	0	1,2	?	Mouse	-999999	54	110127	0	1	1494	111621	burro	burro_400	Practice	TrialProc	prac.burro.marron	TrainingList	burro	Mouse	1	1	1						
